X;time;peak;backend
[2, 16, 2, 1];0.0019913545111194253;0.25074485832319965;tvm
[2, 16, 2, 4];0.001999478758079931;0.2497260362202577;jir
[2, 16, 2, 4];0.0019974901515524834;0.24997465162660415;mlir
[2, 16, 2, 4];0.001988870993955061;0.2510579651870508;tvm
[2, 16, 4, 1];0.0020031757303513587;0.24926515292511223;jir
[2, 16, 4, 1];0.0020068013400305063;0.2488148152992136;mlir
[2, 16, 4, 1];0.0019948850967921317;0.25030108529300144;tvm
[2, 16, 4, 4];0.0019992747984360904;0.2497515124746701;jir
[2, 16, 4, 4];0.0020026031124871224;0.24933642699764635;mlir
[2, 16, 4, 4];0.001988340576644987;0.2511249383666616;tvm
[2, 16, 8, 1];0.0019908927206415683;0.25080301895975465;jir
[2, 16, 8, 1];0.0019910699338652194;0.250780696483414;mlir
[2, 16, 8, 1];0.001988054980756715;0.25116101395337037;tvm
[2, 16, 8, 4];0.0019843297195620835;0.2516325285256015;jir
[2, 16, 8, 4];0.001987517927773297;0.2512288808993622;mlir
[2, 16, 8, 4];0.001974228391190991;0.25292003042296407;tvm
[2, 16, 16, 1];0.0020010734151583165;0.24952702933310447;jir
[2, 16, 16, 1];0.0019995857146568596;0.24971267853230852;mlir
[2, 16, 16, 1];0.001996285922359675;0.2501254450423063;tvm
[2, 16, 16, 4];0.0019832616962958127;0.25176803731675995;jir
[2, 16, 16, 4];0.001984308968530968;0.2516351599879957;mlir
[2, 16, 16, 4];0.0019751688814722;0.2527996008066577;tvm
[2, 16, 32, 1];0.00198335581808351;0.25175608945670314;jir
[2, 16, 32, 1];0.0019850373500958085;0.25154282600163913;mlir
[2, 16, 32, 1];0.0019742756558116525;0.2529139754583189;tvm
[2, 16, 32, 4];0.001983169582672417;0.25177973135764026;jir
[2, 16, 32, 4];0.0019867648952640593;0.251324102792515;mlir
[2, 16, 32, 4];0.001976838189875707;0.2525861283534286;tvm
[2, 16, 64, 1];0.001982567919185385;0.2518561406799473;jir
[2, 16, 64, 1];0.0019847944495268166;0.25157360999318856;mlir
[2, 16, 64, 1];0.0019733819062821567;0.2530285208212054;tvm
[2, 16, 64, 4];0.0019827801443170756;0.2518291834790816;jir
[2, 16, 64, 4];0.0019904515938833356;0.25085860228720086;mlir
[2, 16, 64, 4];0.00197315143304877;0.2530580757252822;tvm
[2, 16, 128, 1];0.003825510328169912;0.13052426001442155;jir
[2, 16, 128, 1];0.002016805548919365;0.2475805885348982;mlir
[2, 16, 128, 1];0.0033434051438234746;0.14934531810610507;tvm
[2, 16, 128, 4];0.001981291046831757;0.2520184530992357;jir
[2, 16, 128, 4];0.001981359295314178;0.25200977225219967;mlir
[2, 16, 128, 4];0.0020042849064338952;0.24912720899062124;tvm
[2, 16, 256, 1];0.004034610697999597;0.12375962444393308;jir
[2, 16, 256, 1];0.002056243101833388;0.24283213610136817;mlir
[2, 16, 256, 1];0.00372056826017797;0.13420581745704088;tvm
[2, 16, 256, 4];0.0019852743425872177;0.25151279803031473;jir
[2, 16, 256, 4];0.0019970369176007807;0.25003138417780724;mlir
[2, 16, 256, 4];0.0019967802218161523;0.2500635269252373;tvm
[2, 16, 512, 1];0.009262361098080873;0.053908706373514456;jir
[2, 16, 512, 1];0.005224200198426843;0.09557863133045036;mlir
[2, 16, 512, 1];0.005222633946686983;0.09560729506586486;tvm
[2, 16, 512, 4];0.004003051726613194;0.12473531167291688;jir
[2, 16, 512, 4];0.003964592004194856;0.12594534424565812;mlir
[2, 16, 512, 4];0.003996314888354391;0.12494558579879984;tvm
[2, 32, 1, 1];0.0010541246447246522;0.4736839303214779;jir
[2, 32, 1, 1];0.0010585702839307487;0.4716946171092124;mlir
[2, 32, 1, 1];0.001050854567438364;0.4751579526166846;tvm
[2, 32, 1, 4];0.0010540001967456192;0.47373985916097044;jir
[2, 32, 1, 4];0.0010593630722723901;0.47134161821483234;mlir
[2, 32, 1, 4];0.001051125771482475;0.4750353557193034;tvm
[2, 32, 2, 1];0.0010590370802674443;0.4714867062405486;jir
[2, 32, 2, 1];0.0010709264315664768;0.4662522933825915;mlir
[2, 32, 2, 1];0.0010551629529800266;0.4732178128048403;tvm
[2, 32, 2, 4];0.00105564585828688;0.4730013392675199;jir
[2, 32, 2, 4];0.001055180313414894;0.4732100271525562;mlir
[2, 32, 2, 4];0.001048304548021406;0.47631378276888753;tvm
[2, 32, 4, 1];0.0010856560547836125;0.45992642196558936;jir
[2, 32, 4, 1];0.0010835324210347608;0.4608278396368225;mlir
[2, 32, 4, 1];0.0010770875087473541;0.4635852711193475;tvm
[2, 32, 4, 4];0.0010579002264421433;0.4719933811160903;jir
[2, 32, 4, 4];0.0010683677828637883;0.4673689274151071;mlir
[2, 32, 4, 4];0.0010539637878537178;0.4737562243753358;tvm
[2, 32, 8, 1];0.001093969083740376;0.45643145878920044;jir
[2, 32, 8, 1];0.0010934077145066112;0.45666579642454647;mlir
[2, 32, 8, 1];0.0010936874168692157;0.4565490075685988;tvm
[2, 32, 8, 4];0.0010493123554624617;0.47585630928918154;jir
[2, 32, 8, 4];0.001054223204846494;0.4736396452538828;mlir
[2, 32, 8, 4];0.0010439041361678392;0.47832160776267263;tvm
[2, 32, 16, 1];0.0010469395201653242;0.47693481346759736;jir
[2, 32, 16, 1];0.0012541316682472825;0.39814153282624176;mlir
[2, 32, 16, 1];0.0010437181626912206;0.47840683683649465;tvm
[2, 32, 16, 4];0.0010478932526893914;0.47650073466968873;jir
[2, 32, 16, 4];0.0010538202623138204;0.4738207478242719;mlir
[2, 32, 16, 4];0.001042839721776545;0.47880982507194636;tvm
[2, 32, 32, 1];0.0010459873010404408;0.47736899316581627;jir
[2, 32, 32, 1];0.0012955859274370596;0.3854023837304779;mlir
[2, 32, 32, 1];0.001050447768648155;0.4753419633652927;tvm
[2, 32, 32, 4];0.001046508361469023;0.4771313093580905;jir
[2, 32, 32, 4];0.001045183977112174;0.47773589692938356;mlir
[2, 32, 32, 4];0.0010539027862250805;0.47378364616569607;tvm
[2, 32, 64, 1];0.0010496043250896037;0.4757239397991983;jir
[2, 32, 64, 1];0.0013169363810447976;0.3791541580511015;mlir
[2, 32, 64, 1];0.001048328704200685;0.47630280727896385;tvm
[2, 32, 64, 4];0.0010509585263207555;0.47511095086687594;jir
[2, 32, 64, 4];0.001054060659953393;0.47371268441418074;mlir
[2, 32, 64, 4];0.0010479978518560529;0.4764531758128917;tvm
[2, 32, 128, 1];0.0030454658262897283;0.1639558390219159;jir
[2, 32, 128, 1];0.0011759253684431314;0.42462040377867083;mlir
[2, 32, 128, 1];0.0019148311694152653;0.26076549867024745;tvm
[2, 32, 128, 4];0.0010711492504924536;0.4661553042513403;jir
[2, 32, 128, 4];0.001056251538102515;0.4727301090220451;mlir
[2, 32, 128, 4];0.0011005437700077891;0.4537047215835594;tvm
[2, 32, 256, 1];0.0034722001873888075;0.14380562116650564;jir
[2, 32, 256, 1];0.001507050939835608;0.33132384019903915;mlir
[2, 32, 256, 1];0.001997263345401734;0.25000303836321097;tvm
[2, 32, 256, 4];0.0010623384587233886;0.47002148953727946;jir
[2, 32, 256, 4];0.0014129221526673064;0.35339661411585044;mlir
[2, 32, 256, 4];0.0012427339243004099;0.40179309102147126;tvm
[2, 64, 1, 1];0.0008638335712021217;0.578030214856135;jir
[2, 64, 1, 1];0.0008610467193648219;0.5799010594108589;mlir
[2, 64, 1, 1];0.0008598368294769898;0.5807170472863156;tvm
[2, 64, 1, 4];0.0008640221785753965;0.5779040366593238;jir
[2, 64, 1, 4];0.0008633391698822379;0.5783612306505377;mlir
[2, 64, 1, 4];0.0008622688183095306;0.5790791620423204;tvm
[2, 64, 2, 1];0.0008762215147726238;0.5698580739500295;jir
[2, 64, 2, 1];0.0008785274112597108;0.5683623508638537;mlir
[2, 64, 2, 1];0.0008748745603952557;0.5707354258150087;tvm
[2, 64, 2, 4];0.0008660304156364873;0.5765639355690864;jir
[2, 64, 2, 4];0.000865158683154732;0.5771448804526441;mlir
[2, 64, 2, 4];0.0008617442799732089;0.5794316438949016;tvm
[2, 64, 4, 1];0.0008981945138657466;0.5559173397896512;jir
[2, 64, 4, 1];0.0009043638128787279;0.5521250382326632;mlir
[2, 64, 4, 1];0.0008891374163795263;0.5615801287444306;tvm
[2, 64, 4, 4];0.000870160452905111;0.5738273936661595;jir
[2, 64, 4, 4];0.0008758876647334546;0.5700752789044652;mlir
[2, 64, 4, 4];0.0008647832728456706;0.5773954243111429;tvm
[2, 64, 8, 1];0.0008482273406116292;0.588665185446463;jir
[2, 64, 8, 1];0.0008566895266994834;0.5828504834016268;mlir
[2, 64, 8, 1];0.0008738917094888166;0.5713773220871764;tvm
[2, 64, 8, 4];0.0008657847065478563;0.576727564007051;jir
[2, 64, 8, 4];0.0008617825369583443;0.5794059212713432;mlir
[2, 64, 8, 4];0.0008639475126983598;0.5779539814894276;tvm
[2, 64, 16, 1];0.000858968764077872;0.5813039142324824;jir
[2, 64, 16, 1];0.0008600761357229203;0.5805554694785356;mlir
[2, 64, 16, 1];0.0008598070271546021;0.5807371758920523;tvm
[2, 64, 16, 4];0.0008602804882684723;0.5804175633076532;jir
