X;Y;X_fit_1;X_fit_2
[32, 1, 8, 3];0.021782584080004688;[-0.3152792196252219];[-0.31527921962523925, -0.3422824063483299]
[8, 32, 1, 2];0.31901083810584674;[-0.0438355251724759];[-0.04383552517248107, 0.308440279022331]
[2, 1, 16, 3];0.01594671930402873;[0.15142232455890195];[0.15142232455890287, -0.16809199731659094]
[1, 16, 32, 5];0.12780325108561771;[0.29991046690586237];[0.2999104669058561, -0.01922287657562898]
[16, 256, 2, 1];0.19642095639489882;[-0.08476700593150485];[-0.08476700593155127, 3.4874533788252178]
[4, 1, 8, 5];0.0305878156805349;[0.05906027986342527];[0.05906027986342056, -0.14462693971361756]
[16, 16, 64, 4];0.6431329608662072;[0.36186548539353064];[0.36186548539353164, -0.2754429545803099]
[16, 8, 16, 4];0.3273587955498066;[-0.03394055883151974];[-0.03394055883152135, -0.16566398052699946]
[1, 32, 1, 1];0.2498048696501992;[0.049749349699687015];[0.049749349699682956, 0.3578541456809999]
[4, 16, 4, 0];0.3400631079600254;[0.030120381827204435];[0.03012038182720625, 0.09114132026827466]
[8, 4, 1, 5];0.10445169028637812;[-0.05106299058807002];[-0.051062990588075355, -0.09658272140547645]
[1, 4, 128, 3];0.008807523584040671;[1.0842950899403614];[1.0842950899403703, -0.643803825110058]
[4, 4, 8, 3];0.12352819746267361;[0.05983465115795201];[0.05983465115795062, -0.10123161823921474]
[8, 4, 8, 4];0.1721329807911416;[0.006357579802432312];[0.006357579802429404, -0.12946811347274492]
[1, 64, 1, 3];0.17256311337523403;[0.058009310174659545];[0.05800931017464514, 0.820737574741352]
[8, 1, 16, 3];0.04349825906532978;[0.07120671752562083];[0.07120671752562133, -0.21044674016688775]
[4, 4, 256, 1];0.03452934717900303;[2.094163430707207];[2.094163430707231, -1.2663140800509374]
[256, 2, 2, 0];0.01603648117780217;[-3.358954723532826];[-3.3589547235327806, -1.880873553353245]
[2, 2, 4, 1];0.03159746490201725;[0.05324518479716595];[0.053245184797168194, -0.09725193232885848]
[32, 4, 1, 3];0.013250405195127912;[-0.3719254187211957];[-0.3719254187211933, -0.26600169280667646]
[2, 1, 64, 0];0.015953235101763188;[0.5451633786652067];[0.5451633786652164, -0.39359182863499304]
[128, 1, 8, 0];0.01952742764174643;[-1.598728932157719];[-1.5987289321576938, -1.0199582919531385]
[16, 1, 64, 4];0.04438655632253156;[0.35799362892088804];[0.357993628920892, -0.49241956195234743]
[16, 4, 16, 3];0.04268539027314605;[-0.03497305389089199];[-0.03497305389089081, -0.22352440915954525]
[32, 4, 8, 5];0.010065481989787834;[-0.3145048483306907];[-0.3145048483306918, -0.29888708487393795]
[1, 8, 2, 2];0.06445211071332944;[0.05175731797067459];[0.05175731797067329, 0.005993660733275284]
[8, 64, 2, 4];0.4480246191132458;[-0.02737262607028586];[-0.027372626070301203, 0.7666257949302057]
[4, 1, 256, 2];0.008638676157546396;[2.0933890594126785];[2.093389059412702, -1.3097094015253428]
[2, 128, 64, 1];0.33576524974215816;[0.5779450968002482];[0.5779450968002307, 1.4434767804482624]
[16, 2, 32, 1];0.033188266650562744;[0.09575771661485644];[0.0957577166148634, -0.32762123391528747]
[2, 64, 1, 3];0.35467803547522725;[0.04464004233577947];[0.04464004233576511, 0.8136784509329689]
[256, 16, 2, 4];0.04857458853052272;[-3.3553409908250225];[-3.3553409908249883, -1.6783620531393333]
[32, 1, 8, 2];0.025068384692802162;[-0.3152792196252219];[-0.3152792196252163, -0.3422824063483526]
[2, 16, 16, 4];0.2534379177923277;[0.1552941810315452];[0.15529418103153972, 0.04888461005545132]
[1, 1, 256, 3];0.008163197153732708;[2.1334968629293205];[2.133496862929341, -1.2885320301001906]
[8, 8, 4, 1];0.3170528960961837;[-0.025421679647057976];[-0.02542167964705589, -0.052816032230342244]
[4, 2, 8, 4];0.062408817788108154;[0.059318403628267236];[0.05931840362826426, -0.1301618325554841]
[16, 2, 2, 0];0.02758065414184259;[-0.15033044220158673];[-0.15033044220158032, -0.18668383934129185]
[1, 256, 8, 1];0.3539052661829479;[0.1649896434149861];[0.16498964341493777, 3.5651527570361656]
[128, 8, 1, 5];0.0030804336756935654;[-1.654342636194318];[-1.6543426361943054, -0.8858171497789097]
[128, 1, 8, 2];0.019191313590838865;[-1.5987289321577172];[-1.598728932157696, -1.019958291953134]
[1, 8, 64, 1];0.06506691229584914;[0.5603395128579876];[0.5603395128579939, -0.28527695471965653]
[2, 8, 4, 4];0.12558385129934696;[0.05479392738622567];[0.05479392738622069, -0.010461289380036263]
[2, 4, 128, 2];0.009015558301546305;[1.0709258221014804];[1.0709258221014917, -0.6508629489184435]
[4, 128, 2, 1];0.3269068587780014;[0.04262436623517387];[0.04262436623515098, 1.7206291482844258]
[4, 4, 32, 3];0.03005884590923068;[0.2567051782111059];[0.25670517821110655, -0.21398153389841332]
[64, 16, 4, 4];0.09048935686677846;[-0.7720356885056017];[-0.7720356885055983, -0.33240610823470407]
[4, 2, 1, 1];0.06181391824222373;[0.0018978332377614078];[0.0018978332377637469, -0.09727644048822491]
[1, 4, 256, 3];0.008154549996608487;[2.134271234223849];[2.1342712342238688, -1.245136708625783]
[8, 64, 4, 4];0.6503543647197695;[-0.010966748815856422];[-0.010966748815871534, 0.7572299686252727]
[2, 8, 8, 2];0.12705415728277125;[0.08760568189508286];[0.08760568189508226, -0.029252941989907456]
[32, 8, 4, 1];0.16944421808130455;[-0.34628410778018204];[-0.3462841077801761, -0.2222350036315376]
[8, 4, 32, 2];0.015017932521488375;[0.20322810685558432];[0.20322810685558762, -0.24221802913194823]
[16, 2, 32, 0];0.015921204963987304;[0.09575771661485559];[0.09575771661486467, -0.32762123391528974]
[4, 2, 2, 5];0.024861973789105946;[0.010100771864979688];[0.010100771864974132, -0.10197435364068207]
[1, 16, 2, 1];0.12873666727955352;[0.0538223080894164];[0.0538223080894155, 0.12171451799835964]
[16, 1, 64, 1];0.013153982962530177;[0.35799362892088527];[0.3579936289208954, -0.4924195619523546]
[1, 32, 16, 5];0.16524749133065705;[0.17279342910791173];[0.17279342910790077, 0.28738544839401037]
[1, 4, 8, 1];0.03256331170360719;[0.09994245467459076];[0.09994245467459283, -0.08005424681407017]
[1, 4, 128, 4];0.032674712165141395;[1.0842950899403623];[1.0842950899403694, -0.6438038251100554]
[1, 4, 64, 1];0.032564304677253915;[0.5593070177986162];[0.5593070177986232, -0.34313738335220006]
[32, 16, 16, 1];0.379971430264167;[-0.24578385413486226];[-0.2457838541348569, -0.16288910419605004]
[8, 64, 1, 2];0.17900351960112068;[-0.035575564697502386];[-0.03557556469751379, 0.7713237080826677]
[8, 64, 8, 1];0.3327091350732374;[0.02184500569299986];[0.02184500569299109, 0.7384383160153993]
[64, 1, 16, 5];0.003711087270634264;[-0.6774722814516665];[-0.6774722814516613, -0.6057576734363387]
[4, 2, 64, 1];0.024652229705585747;[0.5186829667522901];[0.518682966752298, -0.39324496909362106]
[4, 32, 4, 2];0.4845008608852022;[0.034250362064691654];[0.034250362064686235, 0.32258303479845307]
[2, 1, 1, 0];0.01581161603458076;[0.028378245150678025];[0.02837824515068235, -0.09762330002959706]
[1, 1, 128, 3];0.008171864876080159;[1.0835207186458329];[1.0835207186458424, -0.6871991465844657]
[32, 16, 8, 4];0.26763304407885175;[-0.31140736315257755];[-0.311407363152579, -0.12530579897631008]
[32, 2, 8, 4];0.04213663610037702;[-0.31502109586037735];[-0.31502109586037597, -0.3278172991902119]
[1, 128, 8, 5];0.02816168123380606;[0.1319498015151061];[0.13194980151507552, 1.7136190407947847]
[8, 1, 1, 1];0.04186333578101095;[-0.051837361882602045];[-0.051837361882598895, -0.13997804287989338]
[256, 1, 2, 5];0.0030800849553049795;[-3.359212847297664];[-3.35921284729763, -1.8953386605113685]
[4, 64, 2, 3];0.2201418291078503;[0.026104445285233858];[0.026104445285219997, 0.7948622901637358]
[16, 16, 8, 4];0.6948497131119545;[-0.09749907773049495];[-0.09749907773049885, -0.012359818042179848]
[1, 8, 128, 5];0.06530019548440184;[1.0853275849997346];[1.0853275849997388, -0.5859433964775096]
[2, 1, 1, 3];0.015813854451095708;[0.028378245150680662];[0.028378245150678865, -0.09762330002958979]
[2, 32, 16, 5];0.10629644966372212;[0.15942416126903147];[0.15942416126902098, 0.28032632458562734]
[2, 16, 4, 1];0.2489297337345937;[0.05685891750496568];[0.05685891750496517, 0.1052595678850434]
[4, 8, 8, 5];0.24734758952733196;[0.060867146217325176];[0.06086714621731882, -0.04337118960666665]
[32, 16, 32, 4];0.27766853679337955;[-0.11453683609942376];[-0.11453683609942303, -0.23805571463550862]
[16, 4, 4, 1];0.16618128296092222;[-0.1334083174174707];[-0.1334083174174665, -0.16714945132995082]
[8, 1, 2, 1];0.03948183333768624;[-0.043634423255387265];[-0.04363442325538399, -0.14467595603235991]
[64, 8, 1, 2];0.0030839989221356483;[-0.7987094945059905];[-0.7987094945059818, -0.4340332260423958]
[8, 4, 32, 1];0.07023709699690876;[0.20322810685558348];[0.20322810685558879, -0.24221802913195065]
[64, 64, 4, 1];0.4750673039688341;[-0.7596457477931481];[-0.7596457477931486, 0.3619190353558097]
[1, 128, 2, 2];0.052596799820829904;[0.08273216975181501];[0.08273216975178993, 1.7418065197095771]
[32, 1, 32, 0];0.01735390185345929;[-0.11840869257206983];[-0.11840869257205813, -0.45503232200755583]
[128, 4, 2, 0];0.02413984880453646;[-1.6471721926264786];[-1.647172192626455, -0.9483754915639313]
[2, 1, 2, 1];0.015786497533192275;[0.03658118377789366];[0.03658118377789593, -0.10232121318206117]
[8, 4, 1, 4];0.16896508090315412;[-0.0510629905880709];[-0.05106299058807432, -0.09658272140547872]
[1, 2, 4, 0];0.01619944475657529;[0.06661445263604521];[0.06661445263604933, -0.09019280852047779]
[32, 128, 4, 4];0.18667969592098038;[-0.3153092559990387];[-0.3153092559990629, 1.5135778553447716]
[2, 2, 2, 1];0.03153069977043737;[0.036839307542736476];[0.03683930754273862, -0.0878561060239253]
[1, 1, 4, 1];0.008154167938359299;[0.06635632887120328];[0.06635632887120559, -0.10465791567861119]
[16, 64, 1, 4];0.2794275734120418;[-0.14252970740854196];[-0.14252970740855606, 0.7148507176156073]
[4, 32, 1, 2];0.42838170938413367;[0.009641546183047434];[0.009641546183041761, 0.336676774255853]
[8, 128, 1, 2];0.018612815778424125;[-0.019055643747560788];[-0.01905564374758484, 1.697090566203362]
[16, 2, 8, 5];0.027309239353472948;[-0.10111281043829383];[-0.10111281043829701, -0.21487131825607936]
[32, 1, 1, 1];0.025490112256747778;[-0.372699790015726];[-0.3726997900157191, -0.3093970142810888]
[16, 32, 4, 4];0.7897527122504459;[-0.12618085200186857];[-0.12618085200187606, 0.23787354909786013]
[4, 16, 128, 1];0.15210033860003425;[1.0472847716018334];[1.0472847716018443, -0.491399910637582]
[2, 128, 1, 5];0.026087026506117737;[0.06115996328572288];[0.06115996328569167, 1.739445309053668]
[1, 2, 256, 0];0.008044296769071806;[2.1337549866941603];[2.133754986694187, -1.2740669229420625]
[64, 32, 2, 1];0.17022516675102312;[-0.7843115855225483];[-0.7843115855225425, -0.0915685673996043]
[16, 1, 8, 1];0.0414863948269246;[-0.1013709342031402];[-0.10137093420313514, -0.22933642541422472]
[4, 1, 16, 1];0.024982871236130303;[0.1246837888811397];[0.12468378888114363, -0.18221024493335983]
[1, 4, 128, 1];0.03265307596851588;[1.0842950899403596];[1.0842950899403727, -0.6438038251100626]
[128, 8, 1, 0];0.024304036986868175;[-1.6543426361943219];[-1.6543426361942994, -0.8858171497789211]
[16, 1, 4, 0];0.04204831029954029;[-0.1341826887120001];[-0.13418268871199338, -0.21054477280436082]
[256, 16, 1, 4];0.04843047900820988;[-3.3635439294522365];[-3.3635439294522036, -1.6736641399868668]
[16, 64, 1, 5];0.020030000630594617;[-0.14252970740854112];[-0.14252970740855717, 0.7148507176156098]
[2, 4, 2, 5];0.06322397178579575;[0.0373555550724257];[0.03735555507241951, -0.058925891707644146]
[8, 2, 16, 4];0.08769341739794764;[0.07146484129046456];[0.07146484129046289, -0.19598163300874943]
[256, 2, 2, 5];0.0031148133315991337;[-3.3589547235328205];[-3.358954723532787, -1.8808735533532328]
[8, 16, 4, 0];0.30814860661595;[-0.02335668952831612];[-0.023356689528313695, 0.06290482503474215]
[8, 32, 2, 2];0.15283716879004755;[-0.035632586545258436];[-0.035632586545263356, 0.30374236586985376]
[16, 8, 1, 0];0.3440780894835173;[-0.15698463823974432];[-0.1569846382397394, -0.09519528324000982]
[4, 1, 8, 0];0.027664631071155906;[0.05906027986342093];[0.059060279863426, -0.1446269397136294]
[2, 16, 8, 3];0.24686177926006916;[0.08967067201382638];[0.08967067201382227, 0.08646791527518173]
[8, 4, 16, 4];0.17403536591110955;[0.07198108882015017];[0.07198108882014814, -0.16705141869247786]
[1, 8, 8, 0];0.06499001603200197;[0.10097494973396129];[0.10097494973396451, -0.02219381818152903]
[2, 128, 1, 2];0.02617426552636599;[0.06115996328572035];[0.06115996328569503, 1.7394453090536608]
[4, 256, 4, 1];0.32727154465779557;[0.09207008538948658];[0.09207008538943846, 3.5627670382208816]
[16, 1, 16, 1];0.02516172027439357;[-0.035747425185422246];[-0.035747425185416445, -0.26691973063395763]
[128, 8, 2, 4];0.02419442775565253;[-1.6461396975671039];[-1.6461396975670894, -0.8905150629313787]
[4, 64, 1, 0];0.34798491200321785;[0.0179015066580164];[0.017901506658008482, 0.7995602033161956]
[8, 1, 8, 2];0.03494823714654092;[0.005583208507901998];[0.005583208507903764, -0.17286343494715725]
[4, 64, 1, 5];0.3963865505329248;[0.017901506658020934];[0.017901506658003, 0.7995602033162075]
[32, 4, 2, 3];0.013708725581031866;[-0.3637224800939809];[-0.36372248009397845, -0.27069960595914305]
[2, 4, 1, 2];0.06330286786503452;[0.029152616445208307];[0.029152616445207932, -0.05422797855518466]
[16, 8, 64, 4];0.3428782240282031;[0.3598004952747878];[0.3598004952747904, -0.3911638118453965]
[1, 1, 8, 2];0.008151088011293436;[0.09916808338006314];[0.09916808338006385, -0.12344956828847528]
[1, 256, 4, 3];0.14404473788797068;[0.13217788890612864];[0.13217788890607646, 3.583944409646036]
[2, 64, 8, 0];0.15814368105592613;[0.10206061272627986];[0.10206061272627212, 0.7807930588656955]
[1, 2, 64, 2];0.01637226747963409;[0.5587907702689313];[0.5587907702689369, -0.3720675976684693]
[1, 64, 2, 4];0.31804944843253646;[0.06621224880187526];[0.06621224880185889, 0.8160396615888877]
[1, 128, 4, 4];0.34262372412599323;[0.09913804700624616];[0.09913804700621728, 1.732410693404649]
[2, 32, 2, 5];0.3099329854335257;[0.044583020488025156];[0.04458302048801323, 0.34609710872015964]
[4, 16, 8, 2];0.40724872835941345;[0.06293213633606522];[0.06293213633606337, 0.07234966765841307]
[4, 1, 1, 5];0.030969127456139722;[0.0016397094729220935];[0.0016397094729166922, -0.11174154764635129]
[8, 4, 4, 2];0.16568560884984368;[-0.02645417470642846];[-0.026454174706427646, -0.11067646086288328]
[1, 2, 32, 2];0.016351079534857076;[0.29629673419805974];[0.29629673419806235, -0.22173437678953792]
[8, 8, 64, 1];0.10203527173258965;[0.46675463798582656];[0.4667546379858338, -0.33469082137833855]
[8, 1, 32, 0];0.017605070445510112;[0.202453735561054];[0.20245373556106203, -0.28561335060636045]
[16, 1, 4, 4];0.0462249777677058;[-0.1341826887119965];[-0.13418268871199784, -0.2105447728043511]
[1, 64, 8, 0];0.206013918910488;[0.11542988056516004];[0.11542988056515222, 0.7878521826740785]
[4, 16, 2, 2];0.3321539551349732;[0.013714504572776754];[0.013714504572774384, 0.10053714657321272]
[256, 1, 2, 3];0.003094791440145866;[-3.3592128472976666];[-3.359212847297627, -1.8953386605113738]
[2, 4, 128, 4];0.06344631824442556;[1.0709258221014821];[1.0709258221014892, -0.6508629489184387]
[16, 1, 2, 0];0.04244508459187426;[-0.15058856596642953];[-0.15058856596642303, -0.20114894649942744]
[64, 4, 2, 3];0.003258413352836568;[-0.7915390509381461];[-0.7915390509381386, -0.4965915678274035]
[16, 16, 1, 1];0.6681762515955798;[-0.1549196481210008];[-0.15491964812099934, 0.020525574025079374]
[1, 32, 4, 5];0.1845413388955093;[0.07435816558133476];[0.07435816558132308, 0.34376040622360965]
[64, 16, 2, 1];0.10057552751877422;[-0.7884415657600338];[-0.7884415657600247, -0.3230102819297781]
[32, 2, 4, 4];0.05206478834597058;[-0.34783285036923633];[-0.3478328503692352, -0.30902564658034554]
[4, 8, 8, 2];0.24533052032782737;[0.06086714621732252];[0.06086714621732227, -0.04337118960667378]
[256, 1, 1, 0];0.0030527768318349144;[-3.367415785924883];[-3.367415785924839, -1.8906407473589144]
[8, 16, 1, 1];0.6290370090297269;[-0.04796550540995947];[-0.047965505409959294, 0.07699856449214436]
[1, 256, 2, 1];0.35588115282360094;[0.11577201165169779];[0.11577201165164909, 3.593340235950965]
[8, 128, 8, 4];0.38267907220738384;[0.038364926642944296];[0.03836492664291691, 1.6642051741361004]
[4, 8, 1, 2];0.2445131227955273;[0.0034465758268193347];[0.0034465758268184474, -0.010485797539407498]
[1, 2, 8, 1];0.016343973697795208;[0.0994262071449051];[0.09942620714490757, -0.1089844611303418]
[1, 32, 32, 1];0.2509768436567029;[0.30404044714334405];[0.3040404471433428, 0.21221883795453517]
[16, 1, 1, 3];0.043925124645350935;[-0.1587915045936416];[-0.15879150459364116, -0.19645103334695374]
[32, 1, 8, 5];0.021771578328932343;[-0.3152792196252192];[-0.31527921962521976, -0.3422824063483454]
[2, 2, 256, 4];0.031748373791152106;[2.1203857188552844];[2.1203857188553026, -1.281126046750436]
[128, 1, 2, 1];0.006023179887064902;[-1.647946563921007];[-1.6479465639209847, -0.9917708130383367]
[4, 32, 8, 4];0.6963737363866229;[0.06706211657355235];[0.0670621165735433, 0.30379138218859136]
[8, 32, 2, 4];0.850403441083272;[-0.03563258654525668];[-0.0356325865452656, 0.3037423658698585]
[128, 128, 1, 4];0.13611482676465447;[-1.6233677844131782];[-1.6233677844131873, 0.8499957091973904]
[1, 16, 16, 1];0.13054462726526966;[0.16866344887042276];[0.1686634488704232, 0.05594373386382731]
[1, 32, 2, 1];0.24912947450780593;[0.05795228832690183];[0.057952288326897805, 0.3531562325285333]
[64, 1, 4, 5];0.006744728803041659;[-0.7759075449782434];[-0.775907544978239, -0.5493827156067395]
[32, 64, 1, 4];0.30628391396980065;[-0.3564379928306245];[-0.35643799283063615, 0.6019047366814771]
[4, 8, 2, 0];0.24549740477503357;[0.011649514454032344];[0.011649514454035509, -0.015183710691878962]
[2, 2, 64, 3];0.01601694676968242;[0.545421502430052];[0.5454215024300558, -0.37912672147685006]
[4, 2, 2, 2];0.02486085402223976;[0.010100771864977062];[0.010100771864977457, -0.10197435364068921]
[128, 32, 4, 4];0.08029083721442902;[-1.6235388499564465];[-1.623538849956436, -0.5527483174410511]
[32, 1, 4, 1];0.023493167823184544;[-0.34809097413408174];[-0.34809097413407464, -0.3234907537384886]
[16, 16, 64, 1];0.20073149109951044;[0.3618654853935279];[0.3618654853935351, -0.27544295458031687]
[4, 4, 32, 2];0.015362515533155659;[0.256705178211105];[0.25670517821110767, -0.21398153389841562]
[32, 8, 32, 1];0.1341979650891505;[-0.1166018262181692];[-0.11660182621816077, -0.3537765719006025]
[4, 128, 16, 1];0.4174048469769297;[0.15746550701618017];[0.15746550701615866, 1.6548583641498935]
[2, 64, 4, 1];0.5682558259893976;[0.06924885821742188];[0.06924885821741181, 0.7995847114755641]
[128, 1, 1, 2];0.0030538600385657828;[-1.6561495025482207];[-1.6561495025482003, -0.9870728998858678]
[32, 4, 32, 1];0.06928664731036506;[-0.11763432127754057];[-0.11763432127753146, -0.411637000533146]
[4, 32, 8, 3];0.12731513385919263;[0.06706211657355152];[0.06706211657354451, 0.30379138218858903]
[8, 64, 2, 5];0.1336776001512651;[-0.02737262607028489];[-0.02737262607030224, 0.7666257949302081]
[128, 4, 1, 3];0.003072076821721039;[-1.6553751312536908];[-1.6553751312536733, -0.9436775784114575]
[4, 1, 32, 1];0.03118302176867998;[0.25593080691657555];[0.2559308069165808, -0.25737685537282556]
[16, 2, 16, 5];0.030307274091175954;[-0.03548930142057589];[-0.03548930142057837, -0.25245462347581216]
[4, 8, 2, 5];0.2462167105310156;[0.011649514454036709];[0.011649514454029838, -0.015183710691866959]
[2, 2, 128, 1];0.019402962669467266;[1.070409574571794];[1.0704095745718072, -0.6797931632347175]
[4, 8, 32, 1];0.2468773094966805;[0.2577376732704754];[0.25773767327047925, -0.15612110526587472]
[2, 32, 16, 4];0.4796794193766715;[0.1594241612690307];[0.15942416126902195, 0.2803263245856249]
[2, 8, 32, 0];0.03187084332959714;[0.2844762089482349];[0.2844762089482406, -0.14200285764911078]
[16, 64, 8, 1];0.24046660618269916;[-0.08510913701804139];[-0.08510913701804888, 0.6819653255483339]
[4, 1, 16, 4];0.031219727842060657;[0.12468378888114232];[0.12468378888114014, -0.18221024493335272]
[4, 16, 2, 0];0.33567699850568705;[0.013714504572774979];[0.013714504572776676, 0.10053714657320789]
[8, 1, 1, 2];0.04261522904248951;[-0.05183736188260118];[-0.051837361882600005, -0.13997804287989096]
[256, 4, 2, 4];0.012119105625501378;[-3.3584384760031374];[-3.3584384760030996, -1.8519433390369633]
[2, 16, 1, 0];0.23292126529351992;[0.03225010162332057];[0.032250101623321856, 0.11935330734244086]
[32, 16, 4, 1];0.290639389567075;[-0.3442191176614392];[-0.344219117661435, -0.10651414636645076]
[2, 1, 128, 1];0.009555233072575161;[1.0701514508069512];[1.0701514508069647, -0.6942582703928535]
[2, 8, 8, 1];0.12627013297017675;[0.08760568189508194];[0.08760568189508336, -0.029252941989909843]
[1, 1, 16, 3];0.008145445878172964;[0.164791592397782];[0.16479159239778135, -0.16103287350820575]
[2, 256, 32, 1];0.17982016743894147;[0.3484909026292596];[0.34849090262921373, 3.4453437175685835]
[32, 2, 8, 3];0.013004877316408663;[-0.3150210958603782];[-0.3150210958603748, -0.3278172991902144]
[1, 32, 128, 1];0.2504072026694962;[1.091522555355959];[1.0915225553559662, -0.23878082468225872]
[64, 128, 1, 1];0.18733103432854334;[-0.7677346427248508];[-0.7677346427248638, 1.3017796329339035]
[4, 16, 1, 0];0.19814527207426413;[0.005511565945560212];[0.00551156594556179, 0.10523505972567453]
[2, 8, 128, 4];0.126947373693374;[1.0719583171608535];[1.07195831716086, -0.5930025202858952]
[8, 64, 2, 2];0.04232832619585009;[-0.027372626070287693];[-0.0273726260702989, 0.7666257949302009]
[8, 32, 4, 2];0.04341588739474564;[-0.019226709290828984];[-0.019226709290833754, 0.29434653956492063]
[1, 16, 64, 5];0.12674014551964594;[0.5624045029767338];[0.5624045029767304, -0.1695560974545602]
[2, 2, 512, 1];0.016273218804357573;[4.220338007422255];[4.220338007422302, -2.4837918137818935]
[1, 256, 1, 2];0.21932952581503562;[0.10756907302448375];[0.10756907302443307, 3.5980381491034334]
[64, 2, 4, 1];0.023914786400750676;[-0.7756494212134041];[-0.775649421213392, -0.534917608448613]
[2, 8, 8, 5];0.12679837229795912;[0.08760568189508547];[0.0876056818950788, -0.029252941989900264]
[4, 8, 4, 4];0.24645829340193354;[0.028055391708465265];[0.028055391708460675, -0.024579536996802563]
[8, 8, 1, 4];0.3302884226321802;[-0.050030495528699544];[-0.05003049552870383, -0.03872229277293539]
[32, 2, 4, 1];0.047896189554951105;[-0.34783285036923894];[-0.3478328503692319, -0.3090256465803527]
[64, 4, 2, 4];0.018745061890036704;[-0.7915390509381452];[-0.7915390509381399, -0.49659156782740105]
[1, 16, 4, 3];0.1253033082240597;[0.0702281853438476];[0.07022818534384294, 0.11231869169343132]
[1, 2, 32, 1];0.016332075527969683;[0.2962967341980589];[0.29629673419806346, -0.2217343767895403]
[1, 64, 1, 4];0.31892383250281386;[0.05800931017466046];[0.05800931017464406, 0.8207375747413541]
[8, 8, 128, 4];0.3162331243066268;[0.9917427101275726];[0.9917427101275798, -0.6353572631361941]
[1, 4, 4, 2];0.03226663894737082;[0.06713070016573269];[0.06713070016573242, -0.06126259420420127]
[64, 1, 8, 3];0.0047466887548195825;[-0.7430957904693863];[-0.7430957904693773, -0.5681743682166106]
[2, 1, 64, 3];0.01594597056085271;[0.5451633786652094];[0.5451633786652132, -0.3935918286349859]
[4, 128, 32, 1];0.23923247009676832;[0.28871252505161604];[0.2887125250515959, 1.5796917537104274]
[2, 1, 32, 0];0.015965784416030165;[0.28266934259433496];[0.282669342594342, -0.24325860775606173]
[2, 2, 4, 2];0.020710486977209227;[0.05324518479716681];[0.05324518479716707, -0.09725193232885611]
[4, 64, 1, 3];0.368792403558108;[0.017901506658019074];[0.017901506658005058, 0.7995602033162027]
[2, 1, 128, 3];0.015968101806395175;[1.070151450806953];[1.0701514508069625, -0.6942582703928486]
[8, 1, 16, 1];0.03112704668726906;[0.07120671752561906];[0.07120671752562353, -0.2104467401668924]
[1, 4, 1, 3];0.03225621264845188;[0.04252188428408936];[0.04252188428408682, -0.047168854746799105]
[1, 256, 4, 1];0.3555604105874341;[0.13217788890612708];[0.13217788890607837, 3.583944409646032]
[1, 32, 8, 2];0.16387629697032716;[0.10716992009019112];[0.10716992009018553, 0.3249687536137362]
[1, 128, 64, 4];0.3364387881243756;[0.5913143646391309];[0.5913143646391071, 1.4505359042566528]
[32, 128, 1, 4];0.19971988654785242;[-0.3399180718806829];[-0.33991807188070716, 1.5276715948021715]
[2, 2, 64, 0];0.011193658074309096;[0.5454215024300496];[0.545421502430059, -0.3791267214768573]
[4, 2, 64, 5];0.025870421252213942;[0.5186829667522935];[0.5186829667522935, -0.39324496909361145]
[2, 16, 2, 3];0.21490749782958318;[0.040453040250537954];[0.04045304025053329, 0.11465539418998139]
[16, 1, 8, 5];0.04537435964456132;[-0.10137093420313664];[-0.10137093420313954, -0.22933642541421517]
[2, 1, 2, 5];0.015726403473461627;[0.036581183777897146];[0.0365811837778915, -0.1023212131820517]
[4, 4, 8, 2];0.11814865995398247;[0.05983465115795115];[0.059834651157951745, -0.10123161823921711]
[4, 2, 32, 2];0.015962245997658542;[0.25618893068141935];[0.25618893068142234, -0.2429117482146874]
[4, 1, 8, 4];0.031227717987608827;[0.05906027986342443];[0.059060279863421515, -0.14462693971361998]
[256, 2, 1, 1];0.006201055565874525;[-3.3671576621600394];[-3.367157662159998, -1.8761756402007759]
[4, 32, 4, 4];0.6851856210619879;[0.034250362064693465];[0.0342503620646841, 0.3225830347984579]
[256, 16, 1, 1];0.04850018893281866;[-3.3635439294522396];[-3.3635439294522, -1.673664139986874]
[16, 16, 4, 0];0.18257273010118788;[-0.13031083223935744];[-0.13031083223935364, 0.006431834567677097]
[32, 32, 2, 4];0.1732434137471138;[-0.35649501467838063];[-0.3564950146783857, 0.13432339446866315]
[1, 1, 256, 1];0.008164724649740706;[2.1334968629293183];[2.133496862929343, -1.2885320301001955]
[2, 8, 1, 2];0.12641781720104242;[0.03018511150457965];[0.03018511150457847, 0.0036324500773587142]
[8, 1, 2, 0];0.039012455077388715;[-0.04363442325538814];[-0.04363442325538291, -0.14467595603236244]
[4, 8, 2, 3];0.24527275302923116;[0.01164951445403497];[0.011649514454032157, -0.015183710691871773]
[16, 64, 8, 4];0.3397256483567538;[-0.08510913701803872];[-0.08510913701805219, 0.6819653255483412]
[1, 2, 32, 3];0.01635868018178715;[0.2962967341980607];[0.29629673419806124, -0.22173437678953548]
[2, 8, 4, 5];0.12599394669607678;[0.0547939273862265];[0.054793927386219556, -0.010461289380034043]
[8, 256, 1, 4];0.21356738191787736;[0.013984198152323995];[0.013984198152270703, 3.5486242824447563]
[32, 32, 1, 5];0.009796881468671654;[-0.36469795330559446];[-0.36469795330560173, 0.13902130762113232]
