X;Y;X_fit_1;X_fit_2
[2, 1, 16, 1];0.01582579899543087;[0.15142232455890003];[0.1514223245589036, -0.16809199731659363]
[1, 32, 8, 3];0.16026879687437434;[0.10716992009019201];[0.10716992009018446, 0.32496875361373845]
[1, 128, 8, 1];0.3358503256208185;[0.1319498015151028];[0.13194980151507996, 1.7136190407947756]
[32, 2, 1, 1];0.05069461864534959;[-0.37244166625088315];[-0.3724416662508763, -0.29493190712295286]
[64, 2, 2, 2];0.006386603082637073;[-0.7920552984678327];[-0.7920552984678226, -0.5255217821436776]
[16, 2, 32, 5];0.027714240735099774;[0.09575771661485996];[0.09575771661485896, -0.32762123391527787]
[1, 8, 128, 4];0.06516886711405877;[1.085327584999734];[1.08532758499974, -0.5859433964775121]
[1, 32, 64, 4];0.2512143684457543;[0.5665344832142185];[0.5665344832142138, 0.06188561707561103]
[2, 32, 1, 3];0.30856548665180955;[0.03638008186080864];[0.03638008186080073, 0.3507950218726216]
[2, 4, 512, 4];0.06322099145501472;[4.220854254951942];[4.220854254951984, -2.4548615994656147]
[2, 16, 32, 4];0.2525878913387483;[0.286541199066981];[0.28654119906697706, -0.02628200038401444]
[32, 4, 8, 0];0.07671098228709161;[-0.31450484833069514];[-0.3145048483306862, -0.29888708487394994]
[2, 256, 1, 4];0.3936525577590754;[0.09419980518560489];[0.09419980518555053, 3.5909790252950553]
[8, 1, 64, 2];0.012912917457524514;[0.4649477716319276];[0.46494777163193424, -0.43594657148528715]
[32, 2, 32, 4];0.04768416896804439;[-0.11815056880722352];[-0.11815056880722002, -0.44056721484941047]
[4, 1, 256, 0];0.008629058613198036;[2.0933890594126767];[2.0933890594127043, -1.3097094015253474]
[1, 4, 512, 4];0.0324959614801671;[4.234223522790822];[4.234223522790864, -2.4478024756572316]
[2, 128, 2, 3];0.037488323522870584;[0.06936290191293587];[0.06936290191290882, 1.7347473959011965]
[8, 32, 4, 5];0.13750545527449598;[-0.019226709290826354];[-0.019226709290837113, 0.29434653956492757]
[2, 8, 64, 2];0.010449391124079251;[0.5469702450191082];[0.5469702450191127, -0.29233607852803734]
[1, 16, 16, 3];0.10178646123075503;[0.1686634488704246];[0.16866344887042092, 0.05594373386383206]
[1, 32, 512, 4];0.16033874789972993;[4.241450988206423];[4.241450988206458, -2.0427794752294286]
[4, 1, 2, 2];0.028799750507044183;[0.009842648100134228];[0.009842648100134788, -0.11643946079882513]
[8, 1, 128, 0];0.009819165662428922;[0.9899358437736692];[0.9899358437736859, -0.7366130132431545]
[16, 32, 2, 4];0.422744229548756;[-0.142586729256298];[-0.14258672925630567, 0.2472693754027934]
[16, 8, 8, 1];0.329462464470687;[-0.09956406784924034];[-0.09956406784923663, -0.12808067530727377]
[8, 4, 8, 1];0.13962149631452267;[0.006357579802429635];[0.00635757980243294, -0.129468113472752]
[2, 2, 8, 3];0.02069563498352325;[0.08605693930602672];[0.0860569393060253, -0.11604358493872019]
[1, 2, 2, 0];0.01620548605025109;[0.050208575381615765];[0.050208575381619804, -0.08079698221554453]
[8, 16, 4, 1];0.5726115014501316;[-0.023356689528315235];[-0.02335668952831486, 0.06290482503474457]
[256, 1, 1, 1];0.003057922533193554;[-3.367415785924882];[-3.3674157859248397, -1.8906407473589117]
[1, 2, 256, 5];0.01634764981288213;[2.1337549866941647];[2.133754986694181, -1.2740669229420507]
[2, 16, 64, 1];0.25302363399613725;[0.5490352351378501];[0.5490352351378551, -0.17661522126295293]
[2, 2, 2, 0];0.020668910515710816;[0.036839307542735615];[0.03683930754273971, -0.08785610602392768]
[16, 2, 64, 1];0.02596303601092626;[0.3582517526857282];[0.35825175268573795, -0.47795445479421866]
[1, 32, 16, 0];0.15647870963905833;[0.17279342910790735];[0.17279342910790657, 0.2873854483939984]
[16, 4, 16, 4];0.16661616832094478;[-0.034973053890891115];[-0.03497305389089195, -0.2235244091595429]
[32, 8, 32, 4];0.1706366988993996;[-0.11660182621816653];[-0.11660182621816409, -0.35377657190059547]
[8, 2, 2, 2];0.027627584551878293;[-0.043376299490543585];[-0.043376299490542565, -0.13021084887422177]
[8, 8, 2, 1];0.31517915076088115;[-0.04182755690148742];[-0.041827556901485576, -0.043420205925409044]
[1, 1, 8, 1];0.008155060551026723;[0.09916808338006226];[0.0991680833800649, -0.12344956828847765]
[256, 4, 1, 2];0.003064946038365836;[-3.3666414146303527];[-3.366641414630313, -1.8472454258845021]
[4, 16, 8, 3];0.40058495993172955;[0.06293213633606609];[0.06293213633606229, 0.0723496676584155]
[16, 2, 1, 0];0.04863867649007662;[-0.15853338082880153];[-0.15853338082879515, -0.18198592618882498]
[4, 8, 1, 5];0.2445745968810951;[0.0034465758268219437];[0.0034465758268151484, -0.01048579753940052]
[1, 128, 128, 1];0.34152994864397596;[1.1163024367808718];[1.1163024367808596, 1.1498694624987829]
[2, 256, 2, 2];0.159519419634805;[0.1024027438128185];[0.10240274381276795, 3.5862811121425833]
[2, 8, 2, 4];0.12600088875373358;[0.038388050131796136];[0.038388050131791016, -0.0010654630751031854]
[2, 8, 4, 0];0.12606717211744575;[0.054793927386222074];[0.05479392738622509, -0.010461289380045882]
[32, 2, 1, 4];0.05098099088617002;[-0.37244166625088054];[-0.37244166625087977, -0.2949319071229458]
[2, 1, 512, 5];0.01599993504054694;[4.220079883657415];[4.220079883657455, -2.49825692094002]
[1, 16, 8, 4];0.12950507519663973;[0.1030399398527075];[0.1030399398527012, 0.09352703908356727]
[128, 16, 4, 1];0.23987606736091927;[-1.6276688301939346];[-1.6276688301939153, -0.784190031971232]
[4, 2, 32, 1];0.0623719513612631;[0.2561889306814184];[0.2561889306814234, -0.24291174821468975]
[4, 32, 128, 4];0.5640853202941446;[1.051414751839321];[1.051414751839323, -0.2599581961074011]
[4, 2, 1, 0];0.04899624942087804;[0.0018978332377604654];[0.0018978332377649276, -0.09727644048822746]
[8, 1, 128, 2];0.009808892144880762;[0.989935843773671];[0.9899358437736835, -0.7366130132431499]
[16, 2, 4, 4];0.09096623958356012;[-0.13392456494715366];[-0.13392456494715518, -0.19607966564621526]
[2, 1, 1, 2];0.01580612020636148;[0.02837824515067979];[0.02837824515067999, -0.09762330002959223]
[16, 1, 32, 1];0.017249283049160315;[0.0954995928500136];[0.09549959285002078, -0.34208634107342334]
[2, 1, 4, 2];0.01579760653860304;[0.05298706103232399];[0.05298706103232445, -0.11171703948699199]
[8, 8, 2, 4];0.3326559905704418;[-0.04182755690148481];[-0.04182755690148898, -0.04342020592540197]
[1, 16, 8, 1];0.1293601744482159;[0.10303993985270486];[0.10303993985270449, 0.09352703908356023]
[1, 1, 2, 5];0.008097815319087402;[0.049950451616777386];[0.049950451616771384, -0.0952620893736685]
[8, 4, 2, 2];0.15880620210304586;[-0.04286005196085788];[-0.04286005196085727, -0.10128063455795007]
[8, 8, 4, 0];0.32649583429917933;[-0.025421679647058878];[-0.025421679647054822, -0.052816032230344596]
[1, 8, 64, 2];0.011452010777809817;[0.5603395128579884];[0.5603395128579928, -0.2852769547196542]
[128, 32, 1, 4];0.07736894973004786;[-1.6481476658380907];[-1.6481476658380807, -0.5386545779836514]
[32, 256, 2, 4];0.16269773249920477;[-0.298675291353585];[-0.29867529135363446, 3.3745073978910947]
[8, 32, 16, 1];0.8277088071937362;[0.07920855423574706];[0.07920855423574537, 0.23797158173531888]
[1, 16, 4, 5];0.1254309382130363;[0.07022818534384936];[0.07022818534384068, 0.11231869169343618]
[64, 2, 1, 0];0.005605763643866122;[-0.8002582370950494];[-0.8002582370950355, -0.5208238689912156]
[4, 32, 2, 2];0.43738595593678553;[0.017844484810262195];[0.017844484810256647, 0.3319788611033863]
[1, 8, 2, 5];0.06441949585418369;[0.05175731797067722];[0.051757317970670014, 0.0059936607332823424]
[8, 4, 32, 4];0.16559900234401598;[0.20322810685558607];[0.20322810685558543, -0.24221802913194349]
[1, 1, 2, 3];0.008092980764906537;[0.04995045161677559];[0.04995045161677371, -0.0952620893736733]
[2, 16, 256, 4];0.24890359000143486;[2.123999451563084];[2.1239994515630998, -1.0786145465365338]
[4, 4, 1, 0];0.12254286077075113;[0.0024140807674461577];[0.002414080767450153, -0.06834622617195561]
[1, 256, 16, 1];0.35526470824099393;[0.23061315243270392];[0.23061315243265676, 3.5275694518164316]
[4, 32, 1, 3];0.42832479944508994;[0.009641546183048313];[0.009641546183040656, 0.33667677425585524]
[256, 1, 4, 0];0.014361882215543754;[-3.342806970043238];[-3.3428069700431946, -1.9047344868163139]
[4, 256, 1, 0];0.11314336991908111;[0.06746126950784123];[0.06746126950779495, 3.5768607776782795]
[16, 8, 1, 1];0.33024479583838623;[-0.15698463823974348];[-0.15698463823974032, -0.09519528324000759]
[1, 8, 16, 2];0.05473287459618505;[0.16659845875168097];[0.16659845875168094, -0.059777123401257154]
[32, 4, 2, 4];0.07409752927588241;[-0.36372248009398];[-0.36372248009397956, -0.27069960595914067]
[256, 16, 2, 1];0.10416289805099668;[-3.3553409908250247];[-3.355340990824985, -1.6783620531393404]
[2, 2, 8, 2];0.020727081801728327;[0.08605693930602583];[0.08605693930602643, -0.11604358493872256]
[64, 2, 2, 0];0.012613082827107831;[-0.7920552984678345];[-0.7920552984678206, -0.5255217821436824]
[4, 256, 8, 4];0.20657696537284198;[0.12488183989834825];[0.12488183989829471, 3.5439753856110228]
[4, 1, 8, 2];0.027821508462588646;[0.05906027986342263];[0.05906027986342377, -0.14462693971362467]
[4, 2, 4, 5];0.024882072708510967;[0.026506649119409125];[0.026506649119403754, -0.11137017994561535]
[1, 8, 4, 5];0.06441835087250007;[0.06816319522510661];[0.0681631952250996, -0.003402165571650833]
[1, 16, 1, 0];0.12402266448715232;[0.04561936946220066];[0.0456193694622019, 0.126412431150824]
[8, 64, 32, 1];0.2909103072564855;[0.2187155327461537];[0.21871553274614708, 0.6256884003562004]
[2, 16, 1, 2];0.2128585252054456;[0.032250101623322334];[0.03225010162331957, 0.11935330734244563]
[2, 16, 8, 1];0.2406131988181604;[0.08967067201382466];[0.08967067201382445, 0.08646791527517705]
[32, 8, 1, 3];0.01227837277251728;[-0.37089292366182436];[-0.37089292366182275, -0.20814126417413303]
[32, 4, 1, 0];0.0980974400524129;[-0.37192541872119833];[-0.37192541872118995, -0.2660016928066837]
[8, 8, 16, 2];0.02249262349369909;[0.07301358387951981];[0.07301358387952091, -0.10919099005993915]
[2, 16, 8, 4];0.2509349985716416;[0.08967067201382731];[0.08967067201382116, 0.08646791527518403]
[32, 2, 8, 0];0.038412292930150284;[-0.3150210958603808];[-0.3150210958603716, -0.3278172991902213]
[128, 8, 1, 3];0.0030628078940689667;[-1.6543426361943199];[-1.6543426361943032, -0.8858171497789143]
[1, 32, 1, 2];0.1764825231710144;[0.04974934969968791];[0.04974934969968179, 0.3578541456810023]
[16, 32, 1, 0];0.21888751007912496;[-0.15078966788351625];[-0.15078966788351605, 0.2519672885552506]
[2, 64, 128, 1];0.32297752668201185;[1.0864132479920499];[1.086413247992051, 0.21704348056970535]
[8, 128, 1, 1];0.3233122099688997;[-0.01905564374756155];[-0.01905564374758369, 1.6970905662033595]
[1, 1, 64, 4];0.008151264187769215;[0.5585326465040904];[0.558532646504092, -0.38653270482660057]
[4, 4, 1, 3];0.11264880354800075;[0.0024140807674488517];[0.002414080767446811, -0.06834622617194853]
[2, 256, 1, 0];0.11660375003368553;[0.09419980518560175];[0.09419980518555517, 3.590979025295045]
[32, 64, 8, 4];0.1489134284282037;[-0.29901742244012136];[-0.29901742244013224, 0.5690193446142109]
[8, 8, 2, 5];0.32589233592273975;[-0.04182755690148388];[-0.041827556901490016, -0.04342020592539967]
[64, 64, 1, 4];0.18587863379831504;[-0.7842545636747899];[-0.7842545636747961, 0.3760127748132167]
[1, 8, 16, 0];0.05480268712639304;[0.16659845875167914];[0.16659845875168322, -0.05977712340126203]
[4, 16, 8, 5];0.1160527255392943;[0.06293213633606785];[0.06293213633606, 0.07234966765842005]
[16, 2, 1, 5];0.0358222367926339;[-0.15853338082879703];[-0.15853338082880067, -0.1819859261888132]
[2, 4, 64, 5];0.0636152230581103;[0.5459377499597396];[0.5459377499597389, -0.35019650716057366]
[8, 8, 1, 2];0.20688325987767117;[-0.050030495528701306];[-0.05003049552870156, -0.03872229277294005]
[4, 64, 32, 4];0.830315315388249;[0.272192604101677];[0.2721926041016636, 0.6539248955897401]
[256, 2, 1, 5];0.0030289653060251477;[-3.3671576621600354];[-3.367157662160002, -1.8761756402007665]
[4, 2, 128, 5];0.025765666568160584;[1.0436710388940371];[1.043671038894043, -0.6939114108514743]
[32, 1, 4, 5];0.025783667177111443;[-0.3480909741340783];[-0.34809097413407886, -0.32349075373847913]
[8, 32, 2, 0];0.24135306039426604;[-0.03563258654526018];[-0.035632586545261066, 0.303742365869849]
[16, 1, 2, 5];0.04515457172983761;[-0.1505885659664251];[-0.15058856596642856, -0.20114894649941556]
[1, 16, 32, 0];0.071513023654439;[0.29991046690585776];[0.2999104669058616, -0.019222876575640677]
[1, 2, 8, 4];0.01634339326892541;[0.09942620714490777];[0.09942620714490427, -0.10898446113033462]
[4, 16, 16, 0];0.08758695453582696;[0.12855564535378142];[0.12855564535378436, 0.03476636243867552]
[4, 32, 2, 3];0.465019029082948;[0.017844484810263083];[0.017844484810255513, 0.3319788611033887]
[4, 64, 4, 4];0.8510622762181478;[0.042510322539664136];[0.042510322539648496, 0.7854664638588053]
[4, 16, 256, 1];0.13501452018731527;[2.0972609158853204];[2.0972609158853426, -1.0927327941533072]
[32, 4, 4, 5];0.010708925537440156;[-0.34731660283954974];[-0.347316602839551, -0.28009543226407146]
[64, 8, 2, 0];0.04834164263174307;[-0.7905065558787775];[-0.7905065558787645, -0.4387311391948671]
[2, 64, 32, 4];0.5778042049607333;[0.2989311397794373];[0.2989311397794236, 0.6680431432065064]
[16, 16, 1, 5];0.13875706159066212;[-0.1549196481209973];[-0.1549196481210039, 0.020525574025088884]
[2, 2, 32, 2];0.02164601890177266;[0.2829274663591796];[0.28292746635918237, -0.22879350059792106]
[64, 2, 1, 5];0.0027058306106205704;[-0.8002582370950448];[-0.8002582370950412, -0.5208238689912038]
[4, 2, 1, 2];0.047961017592853365;[0.001897833237762288];[0.0018978332377626063, -0.09727644048822265]
[4, 16, 32, 4];0.48624346392927903;[0.2598026633892207];[0.25980266338921715, -0.0404002480007807]
[16, 4, 2, 0];0.1272215277374139;[-0.14981419467190107];[-0.14981419467189494, -0.1577536250250201]
[8, 128, 1, 3];0.018698376522306773;[-0.019055643747559848];[-0.019055643747586008, 1.6970905662033642]
[2, 32, 16, 1];0.4750547275818987;[0.159424161269028];[0.15942416126902537, 0.28032632458561774]
[1, 64, 128, 4];0.3529956794533142;[1.0997825158309327];[1.0997825158309276, 0.22410260437809557]
[8, 2, 4, 0];0.027620832161623893;[-0.026970422236115902];[-0.026970422236110826, -0.1396066751791598]
[256, 1, 1, 2];0.003069193054505708;[-3.3674157859248814];[-3.367415785924841, -1.890640747358909]
[16, 1, 8, 2];0.04136730050164701;[-0.10137093420313929];[-0.10137093420313624, -0.22933642541422233]
[1, 64, 64, 4];0.3171188611489098;[0.5747944436891891];[0.5747944436891783, 0.5247690461359583]
[1, 64, 2, 5];0.17235978001391689;[0.06621224880187618];[0.06621224880185782, 0.8160396615888903]
[128, 2, 2, 2];0.006128258275938772;[-1.6476884401561627];[-1.6476884401561434, -0.9773057058801984]
[2, 4, 1, 0];0.0633224731723874;[0.029152616445206454];[0.029152616445210174, -0.054227978555189356]
[16, 64, 2, 1];0.2408386113508331;[-0.13432676878132985];[-0.13432676878133773, 0.7101528044631332]
[64, 32, 2, 4];0.06702826835217153;[-0.7843115855225459];[-0.7843115855225459, -0.0915685673995972]
[4, 2, 128, 4];0.060149225897556516;[1.0436710388940362];[1.043671038894044, -0.6939114108514768]
[128, 8, 1, 4];0.02417240285082926;[-1.6543426361943188];[-1.6543426361943039, -0.885817149778912]
[4, 128, 1, 1];0.45186036773465266;[0.03442142760795906];[0.03442142760793636, 1.7253270614368923]
[1, 16, 256, 4];0.1289470231120633;[2.1373687194019637];[2.137368719401979, -1.0715554227281505]
[256, 8, 1, 4];0.024179951340522872;[-3.3656089195709793];[-3.365608919570944, -1.7893849972519538]
[2, 8, 16, 2];0.12276996042124817;[0.15322919091280077];[0.15322919091280096, -0.0668362472096403]
[8, 128, 1, 5];0.018405048569822835;[-0.019055643747558096];[-0.019055643747588197, 1.697090566203369]
[64, 64, 2, 1];0.25179736663580005;[-0.7760516250475776];[-0.776051625047578, 0.37131486166074285]
[2, 256, 16, 1];0.18618359566725234;[0.21724388459382374];[0.2172438845937766, 3.5205103280080494]
[2, 1, 4, 1];0.015792502164416595;[0.052987061032323125];[0.052987061032325596, -0.11171703948699431]
[1, 1, 64, 5];0.00814487740453221;[0.5585326465040914];[0.5585326465040908, -0.3865327048265982]
[16, 16, 1, 4];0.6659435585015762;[-0.15491964812099818];[-0.1549196481210027, 0.020525574025086396]
[4, 32, 64, 4];0.62111393226392;[0.5264266796975778];[0.5264266796975738, 0.04070824565046161]
[8, 1, 8, 0];0.034562329814081826;[0.0055832085079003425];[0.005583208507905993, -0.17286343494716197]
[4, 1, 32, 3];0.03119244197507056;[0.2559308069165773];[0.2559308069165786, -0.2573768553728209]
[8, 4, 64, 1];0.051459172174491405;[0.46572214292645514];[0.46572214292646325, -0.3925512500108819]
[2, 1, 16, 0];0.015731872992324678;[0.15142232455889917];[0.1514223245589049, -0.16809199731659596]
[128, 2, 4, 5];0.0030777614985925813;[-1.6312825629017311];[-1.6312825629017167, -0.9867015321851242]
[1, 4, 32, 1];0.03257967633708961;[0.2968129817277446];[0.29681298172774884, -0.19280416247326854]
[1, 1, 32, 3];0.008143192712048167;[0.29603861043321783];[0.29603861043321866, -0.2361994839476714]
[4, 64, 4, 3];0.2249650683105317;[0.042510322539663296];[0.042510322539649606, 0.7854664638588025]
[32, 64, 4, 4];0.19420550360232616;[-0.33182917694898034];[-0.3318291769489917, 0.5878109972240773]
[4, 1, 128, 5];0.031177779963582657;[1.0434129151291942];[1.0434129151292002, -0.7083765180096104]
[2, 32, 4, 3];0.27524113344260226;[0.06098889774245286];[0.06098889774244511, 0.33670128241522174]
[128, 1, 8, 1];0.018878132173071827;[-1.5987289321577183];[-1.5987289321576952, -1.0199582919531365]
[1, 128, 2, 3];0.052512518129767045;[0.08273216975181612];[0.08273216975178882, 1.74180651970958]
[1, 8, 2, 1];0.06459719789794663;[0.051757317970673726];[0.051757317970674455, 0.005993660733272918]
[256, 1, 4, 5];0.0031236362944027417;[-3.3428069700432346];[-3.3428069700432, -1.904734486816302]
[8, 1, 1, 5];0.0425647932423931;[-0.05183736188259852];[-0.05183736188260326, -0.139978042879884]
[1, 2, 2, 3];0.01620608223519699;[0.05020857538161844];[0.05020857538161635, -0.08079698221553742]
[4, 8, 32, 0];0.01969670475378246;[0.25773767327047453];[0.2577376732704804, -0.156121105265877]
[1, 64, 4, 0];0.19257152801394728;[0.08261812605630114];[0.08261812605629301, 0.8066438352839449]
[4, 2, 128, 0];0.009629637771346459;[1.043671038894033];[1.0436710388940482, -0.6939114108514862]
[1, 16, 8, 5];0.12696813614760655;[0.10303993985270833];[0.10303993985270009, 0.09352703908356967]
[4, 128, 8, 4];0.37573379483598673;[0.09184199799846494];[0.09184199799843686, 1.692441669369633]
[256, 32, 2, 4];0.07941333878401828;[-3.351211010587537];[-3.3512110105875057, -1.4469203386091598]
[256, 8, 4, 4];0.02451411549817419;[-3.3410001036893355];[-3.3410001036892996, -1.8034787367093532]
[128, 2, 2, 5];0.0030675568377397993;[-1.6476884401561602];[-1.6476884401561462, -0.9773057058801913]
[1, 256, 64, 1];0.3634769250717791;[0.6243542065390114];[0.6243542065389683, 3.3020696204980355]
[1, 8, 16, 4];0.0650877061862523;[0.16659845875168272];[0.16659845875167878, -0.05977712340125238]
[16, 16, 16, 1];0.3794647456262496;[-0.03187556871277971];[-0.031875568712776914, -0.04994312326191982]
[1, 16, 2, 2];0.12562871986855254;[0.053822308089417265];[0.05382230808941439, 0.12171451799836215]
[32, 2, 16, 2];0.02201578149508865;[-0.24939758684266117];[-0.2493975868426551, -0.3654006044099496]
[8, 1, 2, 5];0.04282307637327567;[-0.04363442325538377];[-0.043634423255388556, -0.1446759560323504]
[4, 128, 8, 1];0.290616965979718;[0.0918419979984622];[0.09184199799844014, 1.6924416693696258]
[1, 1, 1, 1];0.0080993501041175;[0.04174751298955905];[0.04174751298956119, -0.09056417622121131]
[2, 16, 64, 4];0.2532994197460135;[0.5490352351378527];[0.5490352351378516, -0.17661522126294568]
[2, 1, 2, 3];0.015806850494264668;[0.03658118377789541];[0.036581183777893725, -0.10232121318205643]
[64, 8, 1, 3];0.0030896569953748868;[-0.7987094945059898];[-0.7987094945059829, -0.4340332260423935]
[4, 8, 128, 1];0.07761598342092496;[1.0452197814830906];[1.045219781483103, -0.6071207679026688]
[2, 128, 4, 5];0.0231075150534439;[0.08576877916736708];[0.08576877916733633, 1.7253515695962685]
[8, 8, 16, 5];0.07114684897004526;[0.07301358387952246];[0.07301358387951738, -0.10919099005993205]
[32, 1, 32, 2];0.017379084045221673;[-0.11840869257206812];[-0.11840869257206034, -0.45503232200755117]
[8, 1, 8, 4];0.04306240484042038;[0.005583208507903781];[0.005583208507901597, -0.17286343494715245]
[1, 16, 512, 1];0.12148351544224106;[4.2373210079689345];[4.237321007968979, -2.2742211897596087]
[2, 8, 16, 5];0.11524416742915947;[0.15322919091280346];[0.15322919091279766, -0.06683624720963324]
[4, 4, 256, 4];0.09563077956444473;[2.0941634307072095];[2.0941634307072277, -1.2663140800509305]
[4, 4, 16, 0];0.10101181066639585;[0.12545816017566733];[0.12545816017567257, -0.1388149234589547]
[2, 8, 2, 3];0.11981399645358567;[0.03838805013179524];[0.03838805013179221, -0.0010654630751054533]
[16, 4, 4, 3];0.03700916437952336;[-0.1334083174174689];[-0.13340831741746872, -0.16714945132994602]
[4, 4, 2, 4];0.12449077944551103;[0.010617019394664466];[0.010617019394660542, -0.07304413932441275]
[1, 4, 16, 3];0.032847493809173914;[0.16556596369231047];[0.1655659636923093, -0.11763755203379819]
[32, 128, 1, 1];0.19116326723577726;[-0.3399180718806855];[-0.33991807188070383, 1.5276715948021642]
[4, 32, 1, 1];0.6528333431920523;[0.009641546183046544];[0.009641546183042913, 0.33667677425585046]
[1, 32, 2, 4];0.24979990670155403;[0.05795228832690446];[0.057952288326894495, 0.35315623252854045]
[2, 256, 2, 4];0.17924740563634683;[0.10240274381281983];[0.10240274381276573, 3.586281112142588]
[8, 4, 1, 3];0.10425651946268984;[-0.05106299058807178];[-0.05106299058807324, -0.0965827214054811]
[4, 32, 8, 1];0.645196700468908;[0.06706211657354977];[0.06706211657354672, 0.3037913821885843]
[64, 64, 1, 1];0.18307590994435488;[-0.7842545636747923];[-0.784254563674793, 0.3760127748132095]
[256, 1, 4, 4];0.003085999089394591;[-3.3428069700432355];[-3.3428069700431986, -1.9047344868163045]
[1, 16, 64, 3];0.011499136817924676;[0.5624045029767321];[0.5624045029767328, -0.16955609745456507]
[1, 16, 256, 1];0.1292742357827783;[2.1373687194019606];[2.137368719401983, -1.071555422728158]
[32, 2, 16, 4];0.04165898692014275;[-0.2493975868426593];[-0.24939758684265725, -0.3654006044099448]
[128, 1, 1, 4];0.003054152069780814;[-1.656149502548219];[-1.6561495025482023, -0.9870728998858629]
[4, 16, 8, 1];0.42788188031072427;[0.06293213633606436];[0.06293213633606454, 0.07234966765841071]
[32, 1, 16, 3];0.0238707820181158;[-0.2496557106075031];[-0.2496557106074988, -0.379865711568083]
[16, 1, 8, 0];0.041109702158030156;[-0.101370934203141];[-0.10137093420313402, -0.2293364254142272]
[1, 64, 4, 2];0.21188513229498995;[0.08261812605630289];[0.08261812605629079, 0.8066438352839498]
[4, 32, 2, 0];0.43445725369286087;[0.017844484810260495];[0.01784448481025893, 0.33197886110338154]
[2, 256, 4, 4];0.23152568580507585;[0.11880862106724907];[0.11880862106719542, 3.576885285837655]
[8, 1, 8, 5];0.04373124774612898;[0.005583208507904676];[0.005583208507900477, -0.17286343494715]
[32, 128, 2, 4];0.18456245306187427;[-0.33171513325346813];[-0.3317151332534926, 1.5229736816497046]
[4, 8, 4, 5];0.24620508000318292;[0.028055391708466194];[0.028055391708459596, -0.024579536996800204]
[256, 2, 1, 3];0.00306730693083286;[-3.3671576621600376];[-3.367157662159999, -1.876175640200771]
[8, 8, 2, 3];0.3354974144792567;[-0.04182755690148567];[-0.041827556901487824, -0.043420205925404284]
[2, 16, 256, 1];0.1344498969904068;[2.123999451563081];[2.1239994515631033, -1.078614546536541]
[8, 1, 16, 4];0.04377067520545994;[0.0712067175256217];[0.07120671752562019, -0.2104467401668853]
[8, 2, 32, 3];0.037899165243512264;[0.2027118593258995];[0.2027118593259013, -0.2711482434482176]
[8, 4, 2, 5];0.17069875103054447;[-0.042860051960855246];[-0.04286005196086048, -0.10128063455794287]
[128, 1, 1, 1];0.003051465152738869;[-1.6561495025482216];[-1.6561495025481991, -0.9870728998858701]
[1, 4, 256, 4];0.03259184535354381;[2.1342712342238497];[2.134271234223868, -1.245136708625781]
[1, 8, 2, 4];0.06452547937264096;[0.05175731797067632];[0.05175731797067105, 0.005993660733280074]
[32, 8, 4, 2];0.01840749389036735;[-0.34628410778018104];[-0.34628410778017726, -0.2222350036315352]
[16, 8, 1, 3];0.14175369458153803;[-0.15698463823974174];[-0.15698463823974268, -0.09519528324000281]
[2, 2, 16, 4];0.031833745910976964;[0.15168044832374555];[0.15168044832374283, -0.15362689015845057]
[1, 4, 2, 3];0.032232901006031975;[0.05072482291130411];[0.05072482291130163, -0.051866767899265795]
[2, 1, 64, 5];0.015917998987831344;[0.5451633786652109];[0.5451633786652108, -0.39359182863498116]
[32, 32, 2, 1];0.17531512382424655;[-0.3564950146783831];[-0.35649501467838235, 0.13432339446865602]
[16, 4, 2, 5];0.1354399244425289;[-0.14981419467189658];[-0.1498141946719007, -0.15775362502500806]
[128, 1, 8, 5];0.00306837592531337;[-1.598728932157715];[-1.5987289321576998, -1.0199582919531265]
[1, 1, 8, 3];0.0081523653967582;[0.09916808338006404];[0.09916808338006267, -0.12344956828847294]
[16, 64, 1, 3];0.01996577855585737;[-0.1425297074085428];[-0.14252970740855492, 0.7148507176156048]
[16, 1, 4, 2];0.042945895780741934;[-0.13418268871199826];[-0.13418268871199557, -0.21054477280435593]
[16, 2, 8, 3];0.03886215237958647;[-0.10111281043829559];[-0.10111281043829472, -0.21487131825608416]
[1, 4, 2, 4];0.03227354150816536;[0.05072482291130499];[0.05072482291130054, -0.051866767899263345]
[8, 2, 32, 5];0.02859276756467791;[0.20271185932590124];[0.20271185932589908, -0.27114824344821287]
[4, 1, 1, 3];0.030828483748377846;[0.0016397094729203533];[0.0016397094729188669, -0.1117415476463561]
[1, 8, 128, 3];0.008757896874156514;[1.0853275849997328];[1.0853275849997408, -0.5859433964775148]
[1, 1, 8, 0];0.008152949759212871;[0.09916808338006144];[0.09916808338006615, -0.12344956828848008]
[16, 8, 4, 2];0.033301428526149715;[-0.13237582235809842];[-0.1323758223580971, -0.109289022697405]
[1, 1, 16, 5];0.00814651727170511;[0.16479159239778376];[0.16479159239777916, -0.16103287350820086]
[1, 16, 16, 5];0.12696356169116604;[0.1686634488704262];[0.16866344887041868, 0.05594373386383677]
[16, 2, 4, 5];0.02755088633277234;[-0.13392456494715282];[-0.1339245649471562, -0.19607966564621296]
[4, 16, 16, 4];0.4881272297412498;[0.12855564535378494];[0.12855564535377975, 0.0347663624386851]
[2, 4, 4, 3];0.06292928381625164;[0.053761432326853376];[0.05376143232685129, -0.06832171801258205]
[8, 16, 8, 2];0.036215120218246896;[0.009455064980544589];[0.009455064980543342, 0.04411317242488055]
